No.	NAME	MW	AMW	Mi	nTA	RBF	nDB	nN	nS	nCsp	nR05	Ram	BLI	PJI2	Psi_i_0d	X3A	X4A	X5A	IC1	VE1sign_Dz(e)	VE2sign_Dz(p)	VE1sign_B(s)	MATS6v	MATS1e	MATS4e	MATS7e	MATS8e	MATS4p	MATS5p	MATS2i	GATS3e	JGI7	P_VSA_LogP_5	P_VSA_LogP_8	P_VSA_MR_3	Chi1_EA(dm)	SM03_EA(dm)	SM15_AEA(dm)	Eig04_EA(dm)	Eig05_EA(dm)	Eig07_EA(dm)	Eig08_EA(dm)	Eig09_EA(dm)	Eig10_EA(dm)	Eig11_EA(dm)	Eig12_AEA(bo)	SpMaxA_G/D	VE1sign_G/D	RDF040m	Mor10u	Mor24u	Mor29m	Mor30v	Mor16s	Mor22s	G1u	G3u	E1u	E3v	E2e	Dp	ISH	HATS3u	HATS6m	HATS4s	R2u+	nROR	nArOR	nCH2RX	C-003	C-006	C-018	C-019	C-028	C-038	H-051	B04[C-N]	Molecule	U	V
21	*****	125.14	7.82125	1.13516875	3	0.0625	3	1	0	0	1	3	0.909671949120465	1	-0.0160343368817882	0.200703890036045	0.14496964305523	0.102594652223321	2.82781953111478	0.0480543893103752	0.0168148235064245	0.0197988673835016	1.17963964329618	-0.0321645485221409	-0.159979969150515	0	0	-0.280721446594254	-0.222564871187314	-0.161184372965731	1.42846164807095	0	0	0	0	6.91950247278666	2.22111469999598	-2.41377542455178	0	0	-0.754112784867198	-1.3718239604328	-1.44414932793267	0	0	0	0.997546500357432	0.040604112449147	0.361442138582321	0.527564681184981	-0.325778763751166	-0.0171273005970217	-0.01566041914449	-0.956418179093553	0.496137642337188	0.285714285714286	1	0.540890880348252	0.0441195328894139	0.562817235639938	0.268802247522731	0.929896694047616	1.21138753448825	0.00448966077171856	6.52363553286401	0.222160617462032	0	0	0	0	0	1	0	0	0	4	0	succinimide,n-vinyl.mol2	0.75	-1.02
22	*****	106.56	8.19692307692308	1.13955384615385	2	0.166666666666667	1	0	0	0	0	0	1.34064564671488	0.666666666666667	0.0824106373237468	0.319035593728849	0.25	0.25	2.71929452566698	0.103123824883375	0.0113142905410817	0.0558475155039945	0.123310231972775	-0.0265606461376246	0.085391126938621	0	0	-0.152003000332597	0.074120373990915	-0.227708686227393	1.37235180106205	0	0	0	10.9998878876064	3.01875671504249	0	0	0	-0.86	0	0	0	0	0	0	0.973352353784687	0.00753078900229366	4.1436241527621	-0.14142080575484	-0.221738096118888	-0.0379950808998581	0.0282391254757059	0.279568858661652	-0.914352969741291	0.212746053553363	1	0.544186716764558	0.0616482045116482	0.485479240859756	0.340222310677426	1	1.07199985365119	0.0365026299160239	0.75553789817569	0.254604475981957	1	0	1	0	2	1	0	0	0	0	0	Vinyl2-chloroethylether.mol2	1.18	-2.06
23	*****	86.1	7.175	1.1387	3	0.181818181818182	2	0	0	0	0	1	0.931319304793946	1	0.0968194394967894	0.288675134594813	0.288675134594813	0	2.79248125036058	0.00890016967403124	0.0150381896541093	0.0515612951947225	0.919255267874207	-0.0431814553296243	-0.114701003639348	0	0	-0.537792623299967	-0.285696280074882	-0.251192920445981	2.25076209783185	0	10.9998878876064	0	0	2.83734114939909	2.24295397748673	0	-0.998042811608899	-1.73079549407879	0	0	0	0	0	0	0.95539569788882	0.0146462306723727	1.07538588741555	-0.402794157975393	-0.183208794105542	0.0562431849958128	-0.0387718652308026	-0.724980654481458	-1.0214318121143	0.218104291985532	0.725532287745356	0.622059336712525	0.0340582159052307	0.454058849219483	0.267486627984414	1	0.691426786792438	0.0061555971234671	1.74758472326384	0.379401998144327	0	0	0	0	0	1	0	0	0	3	0	Vinylacetate.mol2	-0.44	-1.56
24	*****	148.17	7.79842105263158	1.10945263157895	2	0.157894736842105	2	0	0	0	0	2	0.87624066650351	0.75	-0.00462787903554413	0.213238980282781	0.149640402972814	0.0989860597804267	2.37373590952586	0.121066339755249	0.0462085393715384	0.0924523124145076	-0.354321210099651	-0.0135958357770683	-0.278171390309996	0.176597280753724	0.25046390574915	-0.0818416684624224	0.0944739143569003	-0.116660881489042	0.998667613021029	0.0277777777777778	14.1854628383465	0	0	3.26123064625063	0	-0.854500806938489	0	0	0	0	0	0	-1.67439541327609	0	1.00460959166826	0.0146887525166575	2.04693220996541	-0.5677131629013	-0.0354218884418633	0.193815388476345	-0.0297688445585011	-1.07152121042524	-0.222218947912076	0.208299604035005	0.684020572802207	0.543848178451383	0.1133185216452	0.485888247379366	0.28849010535169	0.894885517702587	0.668254320531673	0.0688449451078379	2.48865207890108	0.17223102163505	0	0	0	0	0	1	0	0	0	0	0	VinylBenzoate.mol2	-0.86	1.45
25	*****	148.22	6.44434782608696	1.11741739130435	2	0.130434782608696	1	0	0	0	0	2	0.999659022926092	1	-0.00403002345134077	0.210328210681774	0.150641947895982	0.0989860597804267	2.76858247881352	0.160586359092485	0.0344634799410803	0.0263922500375884	0.025576099732577	-0.097104694701058	0.0170111985829547	-0.0143234828572385	0.287041833557206	-0.230028552383177	-0.0729022553676022	-0.0618810439592472	0.703237212633743	0	3.18557495074004	0	42.6833431609212	8.98073370995312	0	-0.268044799891236	0	0	0	0	0	0	-0.68	0	0.974329153886744	0.104198751424587	0.950189638936839	-0.303529477712389	-0.17139220338293	0.0382285918335274	0.052687743974663	1.22044894228215	-0.171956498000112	0.18104259678004	0.207304925958724	0.556196922906568	0.12647219515494	0.585936510826737	0.330333458181191	0.737213794256466	0.675256967770706	0.0562957588361419	1.81277804450583	0.115671824361539	0	0	0	1	1	0	0	0	0	0	0	vinylbenzylmethylcarbinol	-0.66	0.18
26	*****	106.95	17.825	1.112	2	0	1	0	0	0	0	0	2.31321256423732	1	-0.357775110116184	0	0	0	1.79248125036058	0.147992826780002	0.0402607902776969	0.0842828461859611	0	0	0	0	0	0	0	-0.388881330566988	1.66661836668967	0	0	45.9540935969929	0	0	0	0	0	0	0	0	0	0	0	0	0.973556281785379	0.0591580027149244	0.0290391344961384	-0.179886544672747	-0.107024744898844	0.0769599601621062	0.00239891986393843	0.0617432755147482	0.12851003567497	0.27894294565113	1	0.540987348049825	0	0.439779822335043	0.317313920095487	1	0.864204596587267	0	0	0.216955151412433	0	0	0	0	0	1	0	0	0	0	0	Vinylbromide.mol2	-0.82	1.27
27	*****	116.25	6.11842105263158	1.12690526315789	2	0.222222222222222	1	0	1	0	0	0	1.8442436283107	1	-0.0337563742471015	0.301776695296637	0.225592231765546	0.176776695296637	2.39086369685704	0.0837838900002217	0.026551177362353	0.0365698917438095	-0.166526769447251	0.0577609739080411	-0.0517754574655991	0.0224690483121674	0.4716063155499	-0.0533287957032588	-0.111352182646895	-0.190217733636727	1.13845270897386	0	0	0	0	1.01694915254237	0	-3.4142135623731	0	0	0	0	0	0	0	0	1.01128289402392	0.0507522956160612	1.92025944344628	-0.453289297362021	0.0559794925867835	-0.0559998888322408	0.0534839631227154	-0.317145892974435	-0.0505329792536775	0.190551412426773	0.317242345086486	0.522830372091617	0.101652614984959	0.594559289652028	0.31385154822821	0.898226517969137	0.95199152239178	0.0233545431219794	0.924961080304122	0.143445664802823	0	0	0	0	1	1	0	0	0	0	0	vinylbutylsulfide.mol2	0.14	-0.43
28	*****	62.5	10.4166666666667	1.12906666666667	2	0	1	0	0	0	0	0	1.59435294175776	1	-0.405649141648197	0	0	0	1.79248125036058	0.148745910042266	0.0495873702768615	0.0259860977146393	0	-0.00347433078857882	0	0	0	0	0	-0.48501718437221	1.65219028838092	0	0	39.148644061782	0	0	0	0	0	0	0	0	0	0	0	0	0.950542238221979	0.0312503449600485	0	-0.0949198739145922	-0.104691877224963	-0.0762731441133439	0.00762457205401568	0.249682654979865	-0.392324983818055	0.27894294565113	1	0.616426671746036	0	0.446695075400835	0.259914229269234	1	0.869233913359985	0	0	0.225516711459011	0	0	0	0	0	1	0	0	0	0	0	Vinylchloride.mol2	-0.9	-1.16
29	*****	120.54	10.045	1.13403333333333	3	0.181818181818182	2	0	0	0	0	1	1.10376797882689	0.666666666666667	-0.0571959243858351	0.295679567896047	0.232307808352892	0.204124145231932	3.0220552088742	0.0595968362179434	0.0250579753093564	0.0580036393698917	0.369894235111781	-0.0808228651486079	-0.120298652982824	0	0	-0.200316754783175	-0.0622404140849141	-0.266955594686144	1.47643200736221	0	10.9998878876064	0	0	3.26088545460691	2.24295397748673	-4.21849920983408	0	-1.41048632933013	0	0	0	0	0	0	0.967418088477645	0.119892278744969	4.1953350652557	-0.271173109604218	-0.162047285507242	-0.0473710280771659	0.0590171447367651	0.586448024536987	-0.206768615652584	0.218104291985532	0.281164113111805	0.534927387938764	0.0461068701975996	0.535335820046836	0.320229681071903	0.898226517969137	0.930855038441983	0.044050921275534	2.02821121674995	0.302866851569017	0	0	1	0	1	1	0	0	0	0	0	vinylchloroacetate.mol2	-0.98	-1.3
30	*****	90.51	11.31375	1.122975	3	0.142857142857143	2	0	0	0	0	1	1.10099570985334	0.5	-0.17705179554079	0.408248290463863	0	0	2.40563906222957	0.0435661141693397	0.00236685136025542	0.0468240247024897	0	-0.0188231429548602	-1.30040420187691	0	0	-0.355488572426844	0	-0.366918978399175	1.15437796767524	0	0	0	0	1.24352307884339	0	0	-1.93494185959165	0	0	0	0	0	0	0	0.996065490960403	0.0439834787666825	2.91049813113828	-0.293200648051811	-0.06187110481937	-0.12206847087952	-0.0120927380080629	-0.343705898479519	-0.0289408718082148	0.25	1	0.493292985092871	0	0.498638902303096	0.268612662736696	0.827729376770643	0.622744890507806	0	2.78950870779618	0.161774356065857	0	0	0	0	0	0	0	0	0	0	0	Vinylchloromethylketone.mol2	-1.58	0.97
31	*****	154.98	12.915	1.12936666666667	4	0.181818181818182	2	0	0	0	0	2	1.13579199314315	0.666666666666667	0.0336582346153277	0.268869731901999	0.197168783648703	0.166666666666667	3.0220552088742	0.0112853018580746	0.0337253551011003	0.0178200019920458	-0.359745348462281	-0.120178380077648	-0.151655667365747	0	0	-0.0191122644239456	-0.0362648346912098	-0.269429965641574	0.965271017357213	0	10.9998878876064	0	0	3.8075158207549	2.7276122765923	-3.2708971885919	0	-1.2	-1.78497832361991	0	0	0	0	0	1.02541812024669	0.0114624706688265	3.48649469434032	-0.150059870081294	-0.158825670957368	0.047899775415525	0.0128861404882517	0.2403314760598	-1.29728468592414	0.218104291985532	0.218104291985532	0.586160873470465	0.160241005350868	0.50258187805568	0.425849274120308	1	0.659177668908199	0.15558038680537	1.87769133840492	0.263775455976795	0	0	0	0	0	1	0	0	0	0	0	Vinyldichloroacetate.mol2	-0.98	-1.3
32	*****	212.42	4.94	1.1400511627907	2	0.285714285714286	1	0	0	0	0	0	1.42279981428016	1	-0.000250184968016817	0.267258898432212	0.190090023424521	0.135355339059327	1.84322816876244	0.0706934123891321	0.0141510456882602	0.00382866294577909	0.00127240115858396	0.0566649411682554	-0.00752958098168903	-0.00581655052979376	-0.00907672961149405	-0.0205096149657036	-0.000990631751060213	-0.234294406143536	1.01765186612569	0.00390625	0	0	10.9998878876064	3.48837209302326	0	1.02495832883913	0	0	0	0	0	0	0	-0.592186131411288	1.0258106170551	0.0234432122545157	2.90487187426124	-0.238224118504736	1.56306866428761	-0.0471306429787865	-0.00621012070973526	1.06700569858865	1.6343756795996	0.155611391402494	0.842553963780745	0.521648377351621	0.146776193979157	0.643462459353146	0.367256547597272	0.632960031719263	0.501273670462378	0.0116223416650084	0.552648034225541	0.0692187270995014	1	0	0	0	1	1	0	0	0	0	0	Vinyldodecylether.mol2	0.44	-1.62
33	*****	72.12	5.54769230769231	1.14386153846154	2	0.166666666666667	1	0	0	0	0	0	1.22979934998055	1	-0.12996509635499	0.353553390593274	0.353553390593274	0	2.44162987378722	0.123836397837713	0.00883148335038726	0.0796393607260754	0.59763154460579	0.0274913122502117	0.0052482117645097	0	0	-0.46426033443874	-0.151762134569096	-0.221271441681216	1.89127967006403	0	0	0	10.9998878876064	3.48837209302326	0	0	-0.86	0	0	0	0	0	0	0	0.938101361025113	0.0240689784096144	0.282462604811785	-0.395791099180774	-0.148974329618033	-0.00761058002409975	0.0104732327609275	0.252450899358084	-0.801581444009006	0.212746053553363	0.242063857754839	0.578245698523317	0.0773147915076474	0.45125201150329	0.297013456890682	1	1.05678241692339	0.00434739872326395	0.772340966923947	0.245239016245219	1	0	0	0	1	1	0	0	0	0	0	vinylethylether.mol2	1.11	2
34	*****	144.14	8.00777777777778	1.1388	4	0.294117647058824	3	0	0	0	0	2	0.902076349189489	0.75	0.0100677759369381	0.245943839250362	0.184964899531476	0.130473785412437	3.03856233607563	0.0825383941811356	0.00382381150758465	0.0155031266068978	-0.291055286716946	-0.0836635444857495	-0.281126957178145	0.250402760865858	0.367349932832187	-0.429066489850803	-0.0933105415677505	-0.193451812481834	0.760189315315433	0	21.9997757752129	0	0	5.99292267762004	0	-0.957725153528809	0	0	0	-1.67439541327609	-1.67439541327609	0	0	0	0.980198627657895	0.0310005395224022	2.01263332927287	-0.797791210316366	-0.359966034600685	-0.00024430486010855	0.0868683880806389	0.559958919475464	-2.58624836190955	0.193426403617271	0.608031716022514	0.624466262422958	0.0424257067626234	0.557464413512399	0.315709203218665	0.879588001734408	0.853408186308398	0.0461656286340291	2.03083155003361	0.227018575482969	0	0	0	0	1	1	0	0	0	0	0	Vinylethyloxalate.mol2	-1.11	-0.71
35	*****	88.19	6.78384615384616	1.1216	2	0.166666666666667	1	0	1	0	0	0	2.01636544246605	1	-0.110198766394255	0.353553390593274	0.353553390593274	0	2.44162987378722	0.1018188529404	0.0300676682256741	0.0635349770998078	0.615647055348328	0.0708036717691278	-0.237393653402223	0	0	-0.279632628166528	0.0544521424119806	-0.150127833474253	1.57791541129096	0	0	0	0	1.01694915254237	0	0	-2.95	0	0	0	0	0	0	0	1.0086784815236	0.0635811391604274	1.39622275554884	-0.282908205943763	-0.159431563693349	-0.0558155822990602	0.0459350609801997	-0.230089745737336	-0.290136346580958	0.212746053553363	0.212746053553363	0.607942795088593	0.0708907663498009	0.525455730677068	0.277626660449413	0.827729376770643	1.11293478896054	0.00426808656718749	0.724512721509169	0.242398503745957	0	0	0	0	1	1	0	0	0	0	0	Vinylethylsulfide.mol2	0.66	-0.77
36	*****	104.19	7.44214285714286	1.12787142857143	3	0.153846153846154	2	0	1	0	0	1	1.91309235397284	1	0.0788035174518633	0.348461712529338	0.288675134594813	0	2.63846006658616	0.135888772399283	0.0352412907459914	0.0575056013949352	0.704548154094912	0.197699709526499	-0.533913838016334	0	0	-0.0898646990717963	0.0266300314768801	-0.204012533852121	1.53818054091885	0	0	0	0	1.49634358046546	0	0	0	-2.95	0	0	0	0	0	0	1.01203915219161	0.049949956093226	1.02892799363459	-0.228500541890665	-0.157636804819767	-0.0438228972151653	0.0678319934245876	0.0610244725194945	-0.551185869720908	0.208014597676509	0.284473476973775	0.573448845142086	0.120588432361604	0.475373580825147	0.274294640796696	1	1.25135270660902	0.0031202034308699	3.44812993349687	0.188072836322467	0	0	0	0	1	1	0	0	0	0	0	Vinylethylsulfoxide.mol2	-0.12	-0.5
37	*****	212.37	5.44538461538461	1.13849230769231	3	0.289473684210526	2	0	0	0	0	1	1.30989835995066	0.857142857142857	-0.000300404188506628	0.256303940774885	0.188651633619507	0.127163804773935	2.1830034142336	0.177375319693444	0.00866305255561121	0.0061450319999337	0.00511522951975829	0.0213950364952512	-0.0310084541987082	-0.032188369043461	-0.0458225385116743	-0.0152359293724802	-0.016056685356643	-0.249691932339448	0.948745233829697	0.0078125	10.9998878876064	0	0	3.50898144425419	2.24295397748674	1.04730972356841	0	0	0	0	0	0	0	-0.544325322443985	1.02271574608505	0.061476178797129	3.56230922652971	-0.389455077138857	1.31535637417595	0.0290897939327355	-0.0358589826303405	0.210777071105443	2.0755986475606	0.159098807869294	0.713274108599918	0.50777288847765	0.125476438562146	0.617969051112206	0.345554863874202	0.72697810686953	0.5381448364507	0.0164770818457603	0.952503038284045	0.0780224422433586	0	0	0	0	0	1	0	0	0	2	0	vinylhendeconate.mol2	-0.34	-1.33
38	*****	100.18	5.27263157894737	1.14213684210526	3	0.166666666666667	1	0	0	0	0	1	1.24778725714865	0.666666666666667	-0.0400773337103365	0.283756951253708	0.204124145231932	0.204124145231932	2.39086369685704	0.0629060443870652	0.0237334421022667	0.326233970853113	-0.336829402592012	0.045153560244785	-0.176001910323601	0.202169655963099	0	0.351986745272183	-0.251628250862298	-0.0729346985866636	1.28881700736778	0	0	0	10.9998878876064	3.48837209302326	0	-4.04325802662837	0	0	0	0	0	0	0	0	0.930795763662948	0.0910640727485283	0.33242988875361	-0.378388734019849	0.0509404786995194	-0.0980233472272387	0.121443216279774	-0.458905396278765	-0.356126458228155	0.190551412426773	0.295741627519717	0.522098122540936	0.128777132673424	0.487657769121294	0.328403496707212	0.898226517969137	0.791051453988165	0.0241771502629869	1.34434226332631	0.141105057899566	1	0	0	1	1	1	0	0	0	0	0	VinylIsobutylEther.mol2	0.41	-1.41
39	*****	116.25	6.11842105263158	1.12690526315789	3	0.166666666666667	1	0	1	0	0	1	1.77216465213898	0.666666666666667	-0.0350674716385324	0.283756951253708	0.204124145231932	0.204124145231932	2.39086369685704	0.0128298593157913	0.0162048343695803	0.237302459354078	-0.262438460496649	0.0577609739080411	-0.0679065314476683	0.4716063155499	0	-0.0343302500590878	-0.175059583960705	-0.0688147582462612	1.24784984740151	0	0	0	0	1.01694915254237	0	-4.04325802662837	0	0	0	0	0	0	0	0	0.964490060650218	0.0778014488466216	1.08751333572853	-0.242346214372522	-0.0417917319523866	-0.149329491026912	0.0982822576525584	-0.296064782454646	-0.0542304860197428	0.190551412426773	0.295741627519717	0.467548792497057	0.23331850678154	0.421020091021038	0.309003247302061	1	0.687056842765531	0.0245956049196886	1.57694373453769	0.130654275184641	0	0	0	1	1	1	0	0	0	0	0	Vinylisobutylsulfide.mol2	0.18	-0.36
40	*****	69.07	8.63375	1.1403625	2	0.142857142857143	3	1	0	1	0	0	0.820633592394701	1	-0.179866944174591	0.353553390593274	0.353553390593274	0	2.40563906222957	0.101987303950158	0.00498383918851024	0.104570272654284	0	-0.06806388368973	-0.485205485325621	0	0	-0.653536017378414	0.691320282424874	-0.0470321267178491	0.787265279198815	0	16.7855295481303	0	0	2.92654824336409	0	0	-1.58745078663875	0	0	0	0	0	0	0	0.928776844143408	0.0240517344043864	0.00072550074993122	-0.258365124203025	-0.0896155123908936	0.0747988763614801	0.022384744540308	-1.62209252458565	-1.00501000320969	0.25	0.587818613946968	0.526194696824258	0.432784700484657	0.380828938325326	0.309988265077663	1	1.1000766362979	0	4.53687259811026	0.249079207646292	0	0	0	0	0	1	0	0	0	0	0	vinylisocyanate.mol2	0.29	-0.9
41	*****	85.14	10.6425	1.1041875	2	0.142857142857143	3	1	1	1	0	0	1.1268198102426	1	-0.159749618386142	0.353553390593274	0.353553390593274	0	2.40563906222957	0.0843240063999549	0.0234101102617633	0.0358266498715579	0	-0.0360098791405944	-0.196461442404206	0	0	-0.509120093750216	-2.04050968732328	-0.339469713961393	1.2699834817865	0	16.7855295481303	45.1920291113776	0	2.84517796864425	0	0	-1.69705627484771	0	0	0	0	0	0	0	0.966384435738394	0.0412537591787078	0.000727452636364869	-0.182737748351453	-0.181298384438973	0.0718090964544084	0.0299686254698708	-0.645194515325855	0.189817954705521	0.25	1	0.474183189783526	0	0.420281187706845	0.323979714756257	0.827729376770643	0.497099364568675	0	1.35130474800173	0.200244869022652	0	0	0	0	0	1	0	0	0	0	0	Vinylisothiocyanate.mol2	-1.56	0.18
42	*****	70.1	6.37272727272727	1.13227272727273	3	0.1	2	0	0	0	0	1	1.05078567771796	0.5	-0.154648746574318	0.408248290463863	0	0	2.59490661824394	0.0110729788479889	0.00425925250891763	0.101442985182892	0	0	-0.242607023056771	0	0	-0.248919531878597	0.624066324480645	-0.216449324225801	2.02360581990637	0	0	0	0	1.84157403384523	0	0	-1.27749755381371	0	0	0	0	0	0	0	0.953149444623349	0.0161812898835433	0.148683821297006	-0.512705895612584	-0.170699025974006	-0.0906200612207826	-0.0122899478076679	-1.24356091580537	0.417776860928345	0.224243824217575	0.71832964512789	0.598589018556972	0.0385274824366722	0.498377905203799	0.240882468073084	0.827729376770643	0.924557976925713	0	2.43333923033994	0.36545233655391	0	0	0	0	0	0	0	0	1	3	0	VinylmethylKetone.mol2	2.46	0.54
43	*****	120.16	7.06823529411765	1.11001176470588	1	0.117647058823529	1	0	0	0	0	1	0.91958609953809	1	-0.0137147977013128	0.220151663313661	0.157005257619763	0.109107988396206	1.99277810745994	0.142092657515075	0.048333615187984	0.0384335853524422	-0.0610620020168834	0.0200054079527927	-0.145419044599924	0.180579691888294	0.320140344250642	-0.109345177262903	-0.135321461623636	-0.254422229694555	1.75333724415189	0	16.2433159821907	0	0	5.81395348837209	0	-1.8279253644058	0	0	0	0	-0.86	0	0	0	0.995382677080757	0.0633862223420232	0.493426172966787	-0.297029182293311	-0.0972814397605894	0.126887212532577	0.0615794015389369	0.805457038988055	-0.199599137152877	0.21708055542385	0.541275261558545	0.523718321692985	0.0586446491450273	0.43458623125581	0.251450127997257	0.693126721428565	0.810882366891829	0.0346422986782883	0.894808820839544	0.18075527124084	0	1	0	0	0	1	0	0	0	0	0	vinylphenylether.mol2	-2.23	-0.3
44	*****	136.23	8.0135294117647	1.09298823529412	1	0.117647058823529	1	0	1	0	0	1	1.21280370328972	1	-0.0124534372924409	0.220151663313661	0.157005257619763	0.109107988396206	1.99277810745994	0.21033274016334	0.00788560756135992	0.104134329151738	0.000318446428383365	0.0728053178678018	-0.210571133084807	0.336790740879316	0.882041246539818	-0.212345745753107	-0.208300278617209	-0.121400577613283	1.39400515428084	0	1.55073395989728	0	0	1.69491525423729	0	-1.8279253644058	0	0	0	0	-2.95	0	0	0	1.02649382348131	0.0638531195196943	4.42038865036061	-0.4503965015919	-0.173572856256447	0.0474926927036116	0.0783642298415129	1.13048244137984	-0.269876364307486	0.196561632232823	0.196561632232823	0.519394724674975	0.278105523561819	0.354543955975118	0.302497413192269	0.789690082142848	0.939533639323605	0.0336046529197455	1.1398628740342	0.158543563982603	0	0	0	0	0	1	0	0	0	0	0	Vinylphenylsulfide.mol2	0.2	-0.58
45	*****	310.58	5.17633333333333	1.13846	3	0.305084745762712	2	0	0	0	0	1	1.37326557330044	1	0	0.254097561503675	0.18427665634266	0.126272826337609	1.85883806178577	0.119687599228671	0.00332384430590952	0.010524301877207	0.00210732579087163	0.0262841574672273	-0.0102637430301368	-0.00834697355236906	-0.011428864639277	-0.00881869834442058	-0.00917025181043938	-0.249750842844305	0.882333527140535	0.00416666666666667	10.9998878876064	0	0	3.50898144425419	2.24295397748674	2.38967442982647	0	0	0	0	0	0	0	0.914073578145561	0.998860048366293	0.0115252516132991	5.45208423983659	-0.888734711668718	0.125896224810108	-0.0935037693616484	-0.0410472837160759	0.597913657751819	0.96117354359911	0.1599324824888	0.202832846833961	0.515433017920406	0.168508298910164	0.436243265186685	0.341842528433464	0.605238562941721	0.362815345789959	0.0276926545366892	0.620456097096508	0.0532943864242203	0	0	0	0	0	1	0	0	0	2	0	Vinylstearate.mol2	-1.19	1.15
46	*****	116.25	6.11842105263158	1.12690526315789	4	0.111111111111111	1	0	1	0	0	2	1.6138637536731	1	-0.0367932046977526	0.25	0.25	0	2.24586961779581	0.0346156576684155	0.00995243022123972	0.448613543619905	0.576616888960525	0.0577609739080412	0.14962305115163	0	0	0.154224817413141	-0.239218013791579	0.26755803291268	2.52326699884685	0	0	0	0	2.71186440677966	0	-5.00695490080408	0	0	0	0	0	0	0	0	0.974747001352866	0.0915632053376161	0.628769580606376	0.202953594941738	-0.105524966181097	-0.0240539941171734	0.0451328223139563	-0.629807400558287	-0.646322699455856	0.224271055825639	0.257706780097759	0.425970226849141	0.177110584683538	0.475051741884434	0.294544800379512	0.898226517969137	0.62173373176812	0.00631299440372503	1.63697644611039	0.133316719531534	0	0	0	0	0	1	0	0	0	0	0	Vinyltert-butylsulfide.mol2	0.14	-0.43
47	*****	148.17	7.79842105263158	1.10945263157895	3	0.105263157894737	2	0	0	0	0	3	0.871642247205411	0.75	-0.00480202551320452	0.213223178051872	0.14144668516511	0.0866352574165468	2.687323068475	0.0198722884752345	0.0257983468298091	0.0211239646228217	0.352994088021715	-0.0931422654187714	-0.158592050400171	-0.538774297528989	-1.07356919123836	-0.312336318723698	0.152102666730007	-0.0335550839416929	0.681539285717818	0	6.3711499014801	0	0	1.65079589947669	0	-1.04610282632513	0	0	0	0	0	0	-1.43666279968544	0	1.00129976195216	0.0225972640949734	0.612952323139306	-0.124674452842721	0.00605824688015164	0.0502044626405212	0.0749496590423458	0.825111607676381	1.25729569640342	0.190551412426773	1	0.522228835765586	0	0.507327841072763	0.220732041856889	0.894885517702587	0.276159854335376	0.0389475485075552	1.49249320173693	0.08666574147005	0	0	0	0	0	0	0	0	0	0	0	vinylbenzoicacid,p.mol2	-1.03	0.5
48	*****	86.05	10.75625	1.130425	1	0	2	0	0	0	1	1	0.70855514491008	0.5	0.099223497091814	0.234835264302479	0.161419446707271	0.144337567297406	2.25	0.0053204881619009	0.00730847568867978	0	0	-0.301984174670118	-1.2436808175501	0	0	0.617690775910371	0	0.215456658164225	1.10493490382547	0	21.9997757752129	0	0	3.70096723841892	2.45532678065789	-4.37228132326901	0	-1.39150923032491	0	0	0	0	0	0	0.995580607498988	0.00951092685127064	0	-0.0641380011067341	-0.0901606154606424	0.103284753721397	0.0182082909460513	1.19741403788265	-0.852848010132951	0.25	1	0.484712165645873	0	0.592000278049846	0.226294954376249	0.742098128510306	0.536395676719377	0	2.54738125023878	0.141837176408842	0	0	0	0	0	2	0	0	0	0	0	vinylenecarbonate.mol2	-1.03	-1.95
49	*****	96.94	16.1566666666667	1.11973333333333	3	0	1	0	0	0	0	1	1.48744680962096	1	0.278036785643121	0	0	0	1.91829583405449	0	0	0.0908469856163072	0	-0.0481064449081204	0	0	0	0	0	-0.43203914914864	2.19933471932425	0	3.8156381125783	0	0	2.01184463531091	0	0	0	0	0	0	0	0	0	0	1.03793731790924	0.000568113078899702	0	-0.0669942549206058	-0.0698978898334023	-0.0782261926630043	0.0180682722877901	0.708914482165283	-0.746100879824137	0.27894294565113	1	0.804135512036921	0	0.675473737100314	0.502785792378774	0.75	0.833443528251409	0	0	0.202585157353524	0	0	0	0	0	0	0	0	0	0	0	vinylidenechlroide.mol2	1.34	0.24
50	*****	100.26	5.57	1.12306111111111	4	0.0588235294117647	1	0	0	0	0	2	3.46456421654898	0.5	0.0552518234306489	0.353553390593274	0	0	2.05664166714744	0.0575866538544103	0.0331680718121787	0.295358807042393	0	-0.906201490868182	-0.029885414723769	0	0	0.110656015617848	0.256128696419693	-0.294009973414778	0.832765491627834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05422641391947	0.0464090492609062	1.21994988763989	-1.29182071893702	-0.164057085470206	0.0519595251472237	0.0380624500239661	-0.153427680655571	-0.0140177879577124	0.229653497467914	0.265881822858675	0.421701689829793	0.193711019800291	0.497429023972387	0.220651997668306	1	0.74297052921073	0	2.48996540878676	0.124573261415145	0	0	0	0	0	1	0	0	0	0	0	Vinyltrimethylsilane.mol2	-1.41	1.15
