No.	NAME	MW	AMW	Mi	nTA	RBF	nDB	nN	nS	nCsp	BLI	PJI2	Wap	Psi_i_0d	X3A	X5A	IVDE	rGes	SIC3	CIC5	VE1sign_A	VE1sign_D	VE1sign_Dz(Z)	VE1sign_Dz(v)	VE1sign_Dz(e)	SpMax_B(m)	VE1sign_B(s)	MATS2m	MATS4m	MATS7m	MATS6v	MATS1e	MATS8e	MATS1p	MATS4p	MATS5p	MATS2i	MATS4i	MATS1s	GATS2e	GATS3s	JGI7	JGI8	P_VSA_LogP_4	P_VSA_LogP_5	P_VSA_LogP_8	P_VSA_MR_2	P_VSA_MR_3	P_VSA_MR_5	P_VSA_MR_7	P_VSA_MR_8	P_VSA_ppp_D	Eta_betaS_A	SpMax_AEA(dm)	Chi1_EA(dm)	SM03_EA(dm)	SM13_AEA(bo)	SM14_AEA(bo)	Eig03_EA(dm)	Eig04_EA(dm)	Eig05_EA(dm)	Eig07_EA(dm)	Eig08_EA(dm)	Eig09_EA(dm)	Eig11_EA(dm)	Eig09_AEA(bo)	Eig12_AEA(bo)	Eig13_AEA(bo)	Eig02_AEA(dm)	PJI3	HOMA	DISPe	DISPi	VE2sign_G	VE1_RG	VE1sign_G/D	RDF035u	RDF030m	RDF035m	RDF040m	RDF045m	RDF030v	Mor16m	Mor17m	Mor29m	Mor04v	Mor30v	Mor10e	Mor32i	Mor08s	Mor10s	Mor11s	Mor16s	Mor24s	E1u	L3m	G2m	E2v	E1p	E2i	Dp	HATS3u	HATS4v	REIG	nRCOX	nRCHO	nROR	nR=CRX	C-003	C-006	C-018	C-028	C-038	H-047	H-049	H-051	SdsN	NdsCH	NssssC	CATS2D_03_AL	B02[N-O]	B04[C-S]	B05[C-N]	B06[C-Cl]	Hypnotic-80	U
11	*****	90.51	11.31375	1.122975	3	0.142857142857143	2	0	0	0	1.10099570985334	0.5	18	-0.17705179554079	0.408248290463863	0	1.37095059445467	1	0.791666666666667	0	0.28322724867526	0.0608101632196406	0.127586343334108	0.00643689531045921	0.0435661141693399	3.81951480614716	0.0468240247024905	0.202999219932994	-1.28495605920793	0	0	-0.0188231429548607	0	-0.0910309234967443	-0.355488572426843	0	-0.366918978399175	0.518281900409221	-0.205511617013002	0.457020879650109	0.908810478131887	0	0	30.5934359456192	0	0	25.1449270324178	0	0	9.47624747343013	39.148644061782	0	0.5	3.64051111203762	1.24352307884339	0	0	0	0	-1.93494185959165	0	0	0	0	0	0	0	0	0.983110679575422	0.767357324609233	-0.294811960000003	0.438889151701476	0.146240371965179	0.0146409678121938	2.22785709318125	0.0440037936514188	0.952230103606964	0.0650900224265554	0.0805741405018257	2.91049813113828	0.177326150349978	0.0687689252747234	0.0504088570528817	0.0728574693500317	-0.122033865224704	-0.178042194565451	-0.0121162246565003	-0.35833161923317	0.135143229004148	1.36517016276807	-2.92940442298123	0.676355153587977	-0.345845198893785	-0.305713403040302	0.493270900955094	0	0.25	0.223187027596329	0.629062863242758	0.52316821137682	0.268608758260974	0.622764819375212	0.121299535220245	0.662497534266665	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	-3.5
12	*****	100.13	6.67533333333334	1.13864	3	0.214285714285714	2	0	0	0	1.0067100029932	0.666666666666667	52	-0.0515721103025694	0.283756951253708	0.204124145231932	1.44881563572518	1	0.85060775250094	1.10457791289203	0.250670332134028	0.0772246275831488	0.0855806839900242	0.0290529447250714	0.0851120512744457	3.35853787026984	0.117106152361959	0.0903398344487298	-0.242699437532897	0.840271859843362	-0.407917019946076	-0.0192020156749613	0	-0.333827538795116	0.0394137833566208	-0.0868137073385415	-0.182039726410401	0.0600338060340264	-0.111739831112754	0.864244246859239	1.582514255853	0	0	32.3362575085443	10.9998878876064	0	36.1448149200242	0	13.4175891449343	9.47624747343013	0	0	0.535714285714286	3.62964007126329	3.71387023456319	2.24295397748674	-1	-1.77462289950449	0	-0.417007380598522	-1.09566555886048	0	0	0	0	0	0	0	2.14200121569868	0.749536607970343	0	0.170075339602963	0.167310202677498	0.000119047697688679	2.38035095496623	0.0281666567788283	3.1831609646861	0.0860920463143365	1.53888339318022	0.604272934441069	0.2392141851478	0.199894673954393	0.0160936037353757	-0.137796342358581	0.00587202760354997	-0.424965896242103	-0.0270577725338454	-0.740190699705993	0.177803361631769	-0.130548258087831	-1.65925737898383	-0.316790470653528	0.810097847445837	-0.888958002165382	0.597600071221645	0.118886627817355	0.203795047090506	0.287370715545485	0.518404593183807	0.547795833972142	0.333035636015369	0.774666150112314	0.112583199281064	0.922809348780901	0	0	0	0	0	1	0	0	0	5	0	3	0	1	0	1	0	0	0	0	0	-0.37
13	*****	76.53	8.50333333333334	1.13217777777778	2	0	1	0	0	0	1.618280306665	0.5	10	0.227349134982899	0.5	0	1	1	0.748682276984121	0	0	0	0.00853514134946487	0.105394030186227	0.0853497646606239	3.56722958127823	0.166279705084595	-0.24604046959478	-0.257587949291689	0	0	-0.000103386557257698	0	-0.106307451866811	0.0401838459737944	0	-0.282561609581082	0.474263230253486	-0.22262754271331	1.14620350252192	0.770938624696634	0	0	0	0	0	0	0	2.84956332011912	48.6248915352121	0	0	0.4375	2.35771682217156	1.94183909345154	0	0	0	-1.0299514551667	0	0	0	0	0	0	0	0	0	0.756691330296731	0.530604853314017	0	0.20736604744822	0.04921480653025	0.00188225764512401	2.57332333656837	0.006136693242149	1.90973639843948	0.39945238771261	0.0864012481953251	0.00483253035777509	0.000136352340542112	0.248495788318868	0.0856902325628486	-0.0256572448025919	-0.0291514697981444	-0.32005369048741	0.00159767017535882	-0.0784369337570013	0.0731167087783399	1.25517747519299	-0.387340692564979	-0.719181854753192	-0.154265630687452	-0.315287667524911	0.632481120402051	0.02316200493401	0.239812466568131	0.322142936823994	0.563574116533507	0.420942444401703	0.344152411867159	1.05921251526669	0.149027316511471	1.03959372758853	0	0	0	0	0	1	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	-0.39
14	*****	88.54	8.854	1.11896	3	0.111111111111111	2	0	0	0	1.21306764387434	0.5	18	-0.150717691592991	0.408248290463863	0	1.37095059445467	1	0.879588001734408	2.39315685693242	0.28322724867526	0.0608101632196406	0.110618698269511	0.0103964759076495	0.0389645575300379	3.78648975292144	0.0898746696728542	0.128233349903761	-0.465956503585829	0	0	0	0	-0.0783800544046927	-0.549060178548055	0.960664481533781	-0.232203106029302	-0.266587719958335	-0.451944708538555	0.692399162444981	1.22040431100831	0	0	3.50060653165917	0	39.148644061782	0	0	0	52.1254980668713	0	0	0.45	2.80011796115635	0.641025641025641	0	0	0	0	0	0	0	0	0	0	0	0	0	0.605444006108029	0.611305361305362	0.273973200000003	0.191014331053618	0.0848286086403074	0.00107217081639268	2.67697855831424	0.0160832796202993	1.61884816261334	0.2871193715727	0.16600175521928	0.088004120939688	0.0954434488305186	0.162792306419879	0.138970447438241	0.0594472058213232	-0.0619958522984809	-0.319374584914845	0.0211510376963087	-0.314362061529963	0.200528265219715	1.91996535495134	-1.29803071000533	-0.129471864843282	-0.0181979733745211	-0.487749869594494	0.578489664624504	0	0.231378213159759	0.355793049533826	0.338643128603373	0.414889773850901	0.251879431776009	0.561027592322815	0.105894137339455	0.653911727193385	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	-2.18
15	*****	72.09	7.209	1.15853	3	0.111111111111111	2	0	0	0	0.929594289117423	0.5	18	-0.171399904171583	0.408248290463863	0	1.37095059445467	1	0.879588001734408	2.39315685693242	0.28322724867526	0.0608101632196406	0.0630441031233882	0.155528053183281	0.0592331798486741	3.36673778459505	0.0211860597453693	0.113382517047171	-0.556185617707793	0	0	-0.00134501952774556	0	-0.166098542853075	-0.132890115201968	0.610578938594219	-0.362959402381399	0.0561858550920096	-0.191119956683607	0.736071202600968	1.58215636679652	0	0	9.12101806522548	0	0	0	0	0	18.5972655386556	0	0	0.45	2.77295310439382	0.662251655629139	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594568797078933	0.606361248905749	0.3111679	0.244085765849836	0.60770201905527	0.000672843804260641	2.80801371332205	0.0009381604368498	1.43449558461514	0.0486028990405773	0.168171093820785	0.161642690148571	0.126451749086124	0.0580720204656534	0.0387236439072892	0.106473285850781	-0.00247422432887056	-0.318583628149371	0.0287428617764889	-0.559564661163181	0.249463288552337	0.0894993719571263	-1.00497913158029	-0.0894565858598868	-0.405082461374496	0.0130862710392087	0.577314436189495	0	0.231378213159759	0.214622462084731	0.420796562101818	0.571764715067974	0.197177092549581	0.53688261406791	0.0747530411322048	0.682650579341571	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	-1.32
16	*****	138.18	6.909	1.12474	3	0.210526315789474	4	0	0	0	0.972741415035894	1	150	0.00875695474241301	0.260243903759188	0.12742736942483	1.29546184423832	1	0.921853309982711	0.337744375108174	0.253061276973603	0.0701446787705879	0.110487454517417	0.137331224371632	0.109009065909564	3.47959163515658	0.0250519698407425	0.0159949925307796	-0.0796387218223887	-0.547139031870494	-0.0238949788993666	-0.0051016856052169	0.0957516580927946	-0.196188038310942	-0.0975257766987397	-0.0716447397510599	-0.196029514278011	-0.102934760675388	-0.104962407344568	0.708260153464606	0.982523043655384	0.015625	0	32.3362575085443	10.9998878876064	0	36.1448149200242	0	8.82520426189009	37.9049898937205	0	0	0.525	3.56620147503427	3.26123064625063	0	-0.332570947460146	-0.618033988749895	0	0	0	0	0	-1.67439541327609	0	-0.669725698074553	0	0	1.82626914733805	0.881217914675164	0.109433319999999	0.222195760495757	0.0920973987079227	0.00465072829424047	2.46969276740696	0.00274060134538565	3.88341083827138	3.60231400180152	0.617849382708281	0.627189432115315	3.23451706080064	2.64618134466054	0.11920671955283	-0.0330597977546705	0.0602188607404177	-0.518956769501083	-0.0193099121019054	-0.346149475357922	0.242834368251942	2.83610309774163	1.5095704738072	-1.18924105528063	0.359143736444347	-0.899433251348421	0.55601549389915	0.0115071383774575	0.187901824709108	0.235776155701643	0.454950739203633	0.521896536623019	0.245986496390565	0.426860046192998	0.0687968883800526	0.85384679068461	0	0	0	0	0	0	1	0	0	6	0	0	0	5	0	2	0	0	0	0	0	-2.57
17	*****	193.26	7.43307692307692	1.09901153846154	1	0.0357142857142857	1	1	0	0	0.885593173074747	0.5	3851	-0.000307416649656423	0.163081971078348	0.0696936474566884	1.23095956311401	0.6	0.787253946446637	0.846153846153845	0	0	0	0	0	4.10110387487765	0	-0.00806001512335761	-0.212889429705417	0.395415224575874	-0.200742072848773	0.113380505736523	0.760165601122596	-0.0213268119421805	-0.125157173011547	-0.319355582983818	-0.152781927702225	-0.0335120490828109	-0.195161426333868	1.23461968460959	0.65589548402897	0	0	0	7.0450215256751	0	0	0	1.89909275909503	0	0	0	0.616666666666667	3.36561226486545	2.5	0	1.31743060798098	1	0	0	0	0	0	0	0	0.90324444415433	0.48315249296548	-0.301789480059097	2.27841360949644	0.709597875569044	0.869180918666666	0.008492909945906	0.286735312493784	0.000530128290785595	2.68077246770934	0.0800660210439835	10.1277239522514	0.919452742945666	2.7754776805817	0.593818381257419	3.75780411867409	1.59850298223248	0.247073058949671	-0.115782421602569	0.24509534095305	-0.851733935606592	0.0390897474506306	0.311582832198047	-0.165822782629377	-0.644761619596236	0.244997854083588	1.82178100444505	1.25127594607606	1.77385069123877	0.511640855295097	0.0120164878205865	0.175425063581955	0.257376188897264	0.388124437289381	0.509946876638729	0.269950260138802	0.429503782823	0.131928100299994	0.815679313487398	0	0	0	0	0	0	1	0	0	10	0	0	0	1	0	4	0	0	0	0	1	-0.25
18	*****	145.41	16.1566666666667	1.11973333333333	4	0	1	0	0	0	1.43865813216012	0.5	28	0.0977796894736965	0.353553390593274	0	1.25162916738782	0.666666666666667	0.652118916269838	0	0.522150655098844	0.108211614343301	0.219742890007897	0.00450571821389312	0.0395359263654034	4.2342022967266	0.0811563181852399	0.555280042480417	-1.41664436728724	0	0	-0.0300665280675751	0	-0.0153992829355135	-1.37680573651589	0	-0.308009440548125	0.364078298297278	-0.464076724159811	0.419830483941547	0.796445958962746	0	0	0	0	0	0	0	0	126.922179658776	0	0	0.541666666666667	3.85786934008756	3.29339032562149	2.55434393362027	-1.51413692933529	0	-0.71340532589466	-0.83	-0.83	0	0	0	0	0	0	0	0.700032610787114	0.664857039449874	0	0.461193551111572	0.153180588548366	0.0114441329568817	2.19484644900184	0.0551875478337479	0.804512879383114	11.3759734855247	0.0693899236806941	0.0812182155341721	0.182878611122094	2.01708570179254	0.199491980562509	0.0132186055370941	-0.21307623473456	-0.221858362477621	0.119195187214376	0.0729666059234316	0.0246705833707459	5.05948019899095	0.883288137885729	-1.3972219871835	0.316371157966334	-1.41007511160399	0.624013979821913	1.0330417606449	0.239812466568131	0.287160832983869	0.595413307296515	0.401941315863443	0.456323437109871	0.979645888002123	0.32947908603777	0.861180765360441	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	-2.35
19	*****	148.17	7.79842105263158	1.10945263157895	3	0.105263157894737	2	0	0	0	0.871642247205411	0.75	407	-0.00480202551320452	0.213223178051872	0.0866352574165468	1.5394847569315	0.818181818181819	0.826540800677214	0.526315789473685	0.108365403506413	0.0313480843499194	0.0205455529597821	0.112505909086281	0.0198722884752347	3.7156796951915	0.0211239646228203	0.00600884001174894	-0.289919344321457	-0.52431536547356	0.352994088021716	-0.0931422654187714	-1.07356919123836	0.0944096149986777	-0.312336318723698	0.152102666730008	-0.0335550839416929	-0.30396978796191	-0.180967700474155	0.346684847441012	0.676206624846012	0	0	68.738144666242	6.3711499014801	0	67.828270193339	0	0	9.47624747343013	0	42.6833431609212	0.545454545454546	3.57568803238412	1.65079589947669	0	0.47068341987116	-0.552409457200481	0	0	0	0	0	0	-1.43666279968544	-0.281074042003339	0	0	2.52216726471616	0.914812587692925	-21.63717377	0.431609449482567	0.109248694341559	0.011256002912032	2.51512651816541	0.0994627579053985	2.75062086313672	1.33298639759231	0.629521767720497	1.30738271020618	0.791606267144018	1.58991826783835	-0.0449192369054845	0.163858669166345	0.0327216686087609	-0.088267078877917	-0.083852804583287	0.0418647455413526	-0.0843276049731876	1.22158454315352	2.18110004741776	-1.80079421789949	0.499023094747476	0.480584367073166	0.50086217979962	0.00135627611273179	0.190551412426773	0.261995795839756	0.363582377962466	0.588868563659559	0.291629507472021	0.675736631517024	0.195351504494352	0.838427524987354	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	4	0	0	0	0	0	-1.03
20	*****	148.22	6.44434782608696	1.11741739130435	3	0.0869565217391305	1	0	0	0	0.99341316099169	0.75	407	-0.00408145630311429	0.213223178051872	0.0866352574165468	1.5394847569315	0.818181818181819	0.858183251572102	0.641516847920151	0.108365403506413	0.0313480843499201	0.0627308067512971	0.151319898565411	0.0631479952085367	3.66801141965506	0	-0.000113531537582385	-0.254393358488279	-0.457190350013502	0.224246424776651	-0.097104694701058	-0.258954329223743	0.0696737447444506	-0.294926098902426	0.00912148388100284	-0.0151220009754772	-0.292073861019601	-0.255623644298034	0.888699463188691	1.10275274271088	0	0	0	6.37114990148009	0	35.313305989771	42.6833431609212	8.82520426189009	9.47624747343013	0	42.6833431609212	0.522727272727273	3.10224616834726	7.23972672300002	0	0.470683419871163	-0.55240945720048	0	0	0	0	0	0	-0.764722171772207	-0.288283862041831	0	0	2.42969976255326	0.764342774146696	0.679968812499999	0.117281246069375	0.447001758233588	0.0056158905620649	2.70301661839584	0.0375324498163113	8.81020316345225	2.26739854831717	1.26322682113775	0.756095506129961	1.31909223095518	2.68574411259099	0.0719652153932428	-0.0518832688599702	0.019287973090291	-0.0671762623380934	0.0422293969247247	-0.121053551380084	0.0192982387319415	0.265986681794627	0.922298086504796	0.390884041932567	0.735464472966574	-0.0227423613715168	0.546098813400542	0.11055859884	0.18104259678004	0.256502087153689	0.405220492380477	0.57710443573844	0.27712130705592	0.678500052946999	0.136801270428597	0.839350073796214	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	2	0	0	0	0	0	-0.66
21	*****	119.18	6.62111111111112	1.11995	2	0.0555555555555556	1	1	0	0	0.962717985471643	0.666666666666667	247	-0.0130583221622429	0.218529032528301	0.102401868555693	1.43552050428267	0.888888888888889	0.910005209261997	0.37527152789797	0.226601363210318	0.079991381670781	0.113632176370057	0.0629421631590526	0.112751298082051	3.67586326008304	0.115364350605482	0.107537538132664	-0.310357567308596	0.993767210738937	0.0226450058547374	0.0663579175159947	0	-0.0761963996774242	-0.169953431264624	-0.342981410776504	-0.262552728256201	-0.00738923839143935	-0.245911953589916	0.912190934875533	1.24823056156467	0	0	16.7855295481303	5.51349510705008	0	0	0	14.3386993689402	26.2617770215604	0	0	0.555555555555556	2.72305764691373	1.47058823529412	0	-0.407732565351106	-0.795007616556868	0	0	0	0	0	0	0	-0.5	0	0	2.10090223010211	0.827367352119828	0.6936165375	0.0100679192868247	0.272736709407558	0.00452303077262724	2.47256293114281	0.0524370260097271	3.33983112929019	0.185460403492046	0.408241132151909	0.35425223584831	0.295805839286163	0.197163171117768	-0.0178159122315165	0.0851228504730361	-0.0434794236780462	-0.411588366372455	0.0658907785318922	-0.476045636078948	-0.0305411183739447	0.282300105893411	-0.738992155164179	0.12067804324972	-0.131957716242611	-0.313997507986196	0.575731020818762	0.0134910562353739	0.229653497467914	0.282577756403415	0.406519261006786	0.561493208342727	0.261419888667984	0.295317075367296	0.115964299583546	0.911891996677697	0	0	0	0	0	0	0	2	0	6	0	3	0	1	0	2	0	0	0	0	0	-1.04
22	*****	119.18	6.62111111111112	1.11995	1	0.0555555555555556	4	1	0	0	0.977893804628057	0.666666666666667	271	-0.0128528108150097	0.232008649143747	0.111833792320231	0.986426728730843	1	0.946708340762638	0.222222222222221	0.100048333249452	0.0729251894941045	0.0563755580290429	0.0360057679641791	0.0563238370684494	3.53219706208971	0.00447276588298079	-0.135885864327937	-0.444466404300982	0.993767210738936	0.107904266985257	0.0663579175159924	0	-0.0761963996774246	-0.290132377065651	0.00127466416795172	-0.188642194516066	-0.0909201748449699	-0.184933007228607	1.36699480669038	0.807611958922	0	0	2.75674755352504	16.7855295481303	0	0	0	18.8912338901153	47.3812373671506	0	0	0.555555555555556	2.83701987330283	8.87762994369601	0	-0.321305533313383	-0.445041867912628	0	0	0	0	0	-0.794984276574072	0	-0.59093067836229	0	0	1.9109392880707	0.797735849056604	-0.24312931714286	0.0454085609811611	0.14844602158194	0.00696501434129408	2.57335790354824	0.0708950616637611	5.79173913587548	6.29512599037924	0.699290436362701	0.817661500520593	0.420425846584207	6.3194312532512	0.0418413496710377	0.0132593133537976	-0.0473647672361864	-0.443616623796675	-0.0471911010313997	0.0192456969877319	0.360279949694215	0.944809159046648	0.24526572598219	-0.631222426198525	-0.31450274327023	-0.454942679148483	0.531425509099669	0.188252534632113	0.193426403617271	0.274774354317663	0.399232046558168	0.546742543451467	0.300898080443377	0.823112347378655	0.172555150109507	0.915156010352744	0	0	0	0	0	1	0	0	1	9	0	0	4.16666666666667	5	0	3	0	0	0	0	0	0.98
23	*****	133.21	6.34333333333333	1.12258571428571	2	0.0952380952380953	1	1	0	0	1.03464423845842	1	326	0.00692471662312498	0.217579434031251	0.0995883117949487	1.37095059445467	1	0.90508440881279	0.416899404864927	0.155163283784561	0	0.127887876144201	0.097821976865804	0.127327563097986	3.67591970173668	0.0723278960806387	0.0552569482725375	-0.39316325931443	0.355670652348537	-0.212500648470542	0.0705229855073191	0.505354760944045	-0.0675636144806526	-0.139983924480962	-0.281144614075534	-0.262412440015249	0.108495996339879	-0.16598256143762	0.906991009710214	0.964075440423563	0	0	16.7855295481303	5.51349510705008	0	0	0	16.8732311081402	26.2617770215604	0	0	0.55	2.79632969923407	1.47058823529412	0	0.396338531014453	-0.693822456504512	0	0	0	0	0	0	0	-0.5	0	0	2.19201381953779	0.894524236983842	0.7087280975	0.027173148264685	0.29429269132781	0.00558779426911775	2.60430056829932	0.00709361219944053	4.75349986299964	0.758620449520671	0.830097120365935	0.209189143515818	2.8780714066364	1.0605183431037	-0.0141145416236719	0.0931798060392155	0.0134461652485586	-0.394539651669334	0.0113162331969465	-0.379658324336031	0.0319321023075262	-0.315885576052332	-0.738667150144999	-0.327408964637536	0.291719148932802	0.340988753033299	0.552188909040646	0.155486835923118	0.185449023415369	0.255546217198806	0.404596337721773	0.459279100486145	0.283419879142803	0.707119360321057	0.124271180055579	0.90545792096145	0	0	0	0	0	0	0	2	0	6	0	2	0	1	0	3	0	0	0	0	0	-0.2
24	*****	105.15	7.01	1.11626	1	0.0666666666666667	1	1	0	0	0.921501802653484	0.666666666666667	184	0.0241244815238506	0.230209514058122	0.110517171552254	1.06127812445913	0.75	0.829361316793457	0.666666666666667	0.0892330480304998	0.0775576145749917	0.174236352926036	0.0829306374056195	0.173019226289764	3.59947223625603	0.0356492138990822	-0.147534455597215	-0.286620847636733	0	0.625492642129111	0.0583444606014512	0	-0.0874605655429251	-0.419777317280996	0.118317043412078	-0.0443343127123618	-0.4226423519965	-0.162215059090635	1.26832327787901	0.83655358601865	0	0	40.3277335413109	21.2804151031703	0	0	0	18.0948401524302	26.2617770215604	0	0	0.5625	2.4988937745976	0	0	-0.757365811069985	-1	0	0	0	0	0	0	0	0	0	0	1.49592355379329	0.931093884582257	0.682778322499999	0.11009517825773	0.103203453259953	0.0034003269865679	2.78776848580291	0.0369042140104723	3.5693088037436	0.864748966043956	0.312959181125694	0.199181587682407	0.729905572088148	0.918102625154461	0.152104663735359	0.0535188678409307	0.0195927498543205	-0.374120857640773	0.0950240500141477	-0.366199395899425	0.00404437395306198	0.753088543230649	-0.719237466486347	1.13325164604461	0.564774400073388	-0.487160826126994	0.538341938465639	0.000480388010179342	0.250100888398729	0.225492823437776	0.396448077984126	0.56219579971378	0.26096984826173	0.818282992384861	0.178002846001426	0.935952255453377	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	1	0	0	1	0	0	-0.94
25	*****	173.04	10.815	1.0968	3	0.0625	1	0	0	0	1.07065521473968	0.666666666666667	320	0.00803840895519739	0.209936090272426	0.0983098604441498	1.57095059445467	0.9	0.9375	0.125	0.0605981103140081	0.0444716690605689	0.181712800913006	0.0875264632995979	0.110443501312848	3.99878062244902	0.0521213868733832	0.0405381580071049	-0.288844927159453	0.853602750390194	-0.0398972493401521	0	0	0	-0.316774504564293	-0.065435131530183	-0.137380004359717	-0.26837357791887	-0.205377217208615	0.6198130489858	1.01439196929187	0	0	0	10.1867880140584	78.297288123564	0	0	0	87.7735355969941	0	0	0.55	3.18372995568567	1.28205128205128	0	0	-0.772696390435514	0	0	0	0	0	0	0	-0.393880529458561	0	0	2.75720803146768	0.816097682531772	0.657806612499999	0.123464398190189	0.231967997374807	0.00122446831841873	2.48776879340473	0.0105157228415296	3.83060965560396	1.72829198012761	0.369526694056874	11.5640259190222	6.45188278278284	1.4472008160332	0.167165210416393	0.192962807485572	-0.158930735523558	-0.145963172748877	0.0354157134230307	-0.237133422429406	0.00687103936778934	0.607457464990772	-1.12594845360941	0.501882671684712	0.321315519791407	-0.206736514452415	0.53526953073671	0.0330466937562423	0.2	0.423684330796084	0.41514394128727	0.416290309742635	0.319735967415592	0.8407574592567	0.307640124330621	0.876474044955454	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0
26	*****	162.25	6.24038461538461	1.11983846153846	3	0.115384615384615	1	0	0	0	1.02891036752463	1	520	0.00213969958670459	0.209275913656424	0.0921594772337251	1.5	0.833333333333334	0.862902454084007	0.644418750083208	0.13150489236056	0.0324926833167562	0.176088044339081	0.244354328505559	0.1764198699921	3.64919983648403	0.0666614904160292	-0.0234827535345548	0.029029238216454	0.126750198554956	-0.0349441814722707	-0.088799518451868	-0.055293083625662	0.0601851516565726	-0.0809706059611462	-0.13731210984443	-0.0436722707587362	-0.0911498881292685	-0.219465721597539	0.874416179205459	1.35942299378745	0.0208333333333333	0	0	6.37114990148009	0	58.8555099829516	42.6833431609212	11.3597360010901	9.47624747343013	0	42.6833431609212	0.520833333333334	2.86646594294425	2.33952948451283	0	0.578511322584739	-0.121686281256807	0	0	0	0	0	0	0	0	-0.742319204558241	0	2.44692136812244	0.743552488194697	0.686443524999999	0.103906019350434	0.478374882200953	0.00823407125924701	2.64694778776003	0.0262641862029863	14.7818273825689	1.92754173498888	1.8005669727006	0.847288265667994	3.29163314344198	2.07889364236951	-0.0260002171502041	0.0242729646392561	0.000788418901026458	-0.414901259808938	0.0412001467003185	-0.834820430240864	-0.0358729089090716	0.277988123959143	-2.04045203338083	1.02859989767403	0.244903206447341	-0.361583628955123	0.528379417595315	0.433259893181065	0.197854535730362	0.229803080025547	0.419510127598028	0.500582112348923	0.299304347902618	0.598979483312138	0.137473097568112	0.839836225036513	0	0	0	0	0	0	0	0	0	8	0	0	0	1	0	1	0	0	0	0	1	-1.98
27	*****	152.63	8.03315789473684	1.10631578947368	2	0.0526315789473684	1	0	0	0	1.10208832393054	0.75	326	0.00723219316963016	0.222930502397717	0.0919627825494395	1.37095059445467	0.8	0.851320686294755	0.631578947368421	0	0	0.0252174279425352	0.0809020681871605	0.0553080150748451	3.72906261772617	0.0468395912267818	-0.186730244324804	-0.105631585350919	-0.171459574105871	0.136642889965655	0	-0.550381169511689	0	-0.191326679116546	0.171356594528231	-0.00498751041872153	-0.238282557446753	-0.178594289313993	1.00798867693994	0.555285668991379	0	0	0	6.3711499014801	0	0	0	2.84956332011912	48.6248915352121	0	0	0.525	2.88524851228893	4.38334687547143	0	0.311107817465982	-0.589215743078001	0	0	0	0	0	0	0	-0.5	0	0	2.3825964660678	0.831027878271973	0.683351124999999	0.186771982359923	0.0641303956960583	0.00164455094664436	2.72072375251017	0.00236429975474797	8.49488795814918	0.796556699927709	6.72782105482011	0.442376674800593	1.14979161243291	0.898691812217694	0.365438661192831	-0.106361528602512	-0.00386422027775953	-0.346497131522763	0.0384655812310889	-0.544197274444038	0.145148699497761	0.396816578215403	-1.12061827302397	0.348295583328036	1.00726486608322	-0.0961151712602577	0.526537196296486	0.284505319537806	0.190551412426773	0.18418163131573	0.457226529614466	0.506657531796228	0.31677626623718	0.475502472036797	0.238042647555872	0.809992128031347	0	0	0	0	0	1	0	0	0	9	0	0	0	1	0	0	0	0	0	1	0	-0.62
28	*****	118.19	6.22052631578948	1.10926315789474	2	0.0526315789473684	1	0	0	0	1.00609687670153	1	247	-0.0122676169217606	0.226064895258681	0.0981266748466582	1.43552050428267	0.777777777777778	0.817187787698353	0.776573026429657	0.060639674949767	0.0568237795068207	0.0549171133571348	0.0549171133571348	0.0549171133571348	3.64261240395329	0.0545850670782371	0.0274074074074078	-0.237654320987655	-0.287500000000001	-0.117171717171717	0	0.900000000000017	0	-0.237654320987654	0.185470085470087	0.0274074074074056	-0.237654320987654	-0.2634394677482	0.950000000000001	0.842997412684616	0	0	0	6.37114990148009	0	0	0	8.82520426189009	9.47624747343013	0	0	0.5	2.68323033871029	1.47058823529412	0	-0.308738588216818	-1	0	0	0	0	0	0	0	-0.499999999999999	0	0	2.21261475808094	0.852974697971279	0.8476026625	0.00969987387583748	0.123806087129726	0.0052599241902921	2.51961973242532	0.00674431638752826	3.42560314664288	0.0442906932281632	0.357157510193808	0.206285326980214	0.328926491448607	0.0742979187832235	-0.0131489693553206	0.0623243911654308	0.079475897465348	-0.877937301752019	-0.00937782470563426	-0.503535079520317	0.080636602811813	0.855235743652974	-0.191281801149596	0.366288882626267	0.351468088539275	-0.503771221237547	0.518243673454326	0.0376107113192845	0.615361569745074	0.190052200162281	0.364287222253463	0.410926276478241	0.226136305048489	0.542622999079428	0.142218352491073	0.860350386983276	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	-0.6
